country,year,gas_proved_reserves,region
Azerbaijan,2004,0.99,CIS
Azerbaijan,2005,0.99,CIS
Azerbaijan,2006,0.99,CIS
Azerbaijan,2007,1,CIS
Azerbaijan,2008,1.06,CIS
Azerbaijan,2009,1.02,CIS
Azerbaijan,2010,1.02,CIS
Azerbaijan,2011,1.02,CIS
Azerbaijan,2012,1.02,CIS
Azerbaijan,2013,1.01,CIS
Azerbaijan,2014,1.34,CIS
Azerbaijan,2015,1.32,CIS
Azerbaijan,2016,1.32,CIS
Azerbaijan,2017,1.32,CIS
Azerbaijan,2018,2.13,CIS
Kazakhstan,1980,,CIS
Kazakhstan,1981,,CIS
Kazakhstan,1982,,CIS
Kazakhstan,1983,,CIS
Kazakhstan,1984,,CIS
Kazakhstan,1985,,CIS
Kazakhstan,1986,,CIS
Kazakhstan,1987,,CIS
Kazakhstan,1988,,CIS
Kazakhstan,1989,,CIS
Kazakhstan,1990,,CIS
Kazakhstan,1991,,CIS
Kazakhstan,1992,,CIS
Kazakhstan,1993,,CIS
Kazakhstan,1994,,CIS
Kazakhstan,1995,,CIS
Kazakhstan,1996,,CIS
Kazakhstan,1997,1.34,CIS
Kazakhstan,1998,1.34,CIS
Kazakhstan,1999,1.32,CIS
Kazakhstan,2000,1.32,CIS
Kazakhstan,2001,1.32,CIS
Kazakhstan,2002,1.32,CIS
Kazakhstan,2003,1.36,CIS
Kazakhstan,2004,1.36,CIS
Kazakhstan,2005,1.36,CIS
Kazakhstan,2006,1.36,CIS
Kazakhstan,2007,1.36,CIS
Kazakhstan,2008,1.29,CIS
Kazakhstan,2009,1.28,CIS
Kazakhstan,2010,1.29,CIS
Kazakhstan,2011,1.35,CIS
Kazakhstan,2012,0.93,CIS
Kazakhstan,2013,1.06,CIS
Kazakhstan,2014,1.06,CIS
Kazakhstan,2015,1.09,CIS
Kazakhstan,2016,1.02,CIS
Kazakhstan,2017,0.99,CIS
Kazakhstan,2018,0.99,CIS
Other CIS,1980,0,CIS
Other CIS,1981,0,CIS
Other CIS,1982,0,CIS
Other CIS,1983,0,CIS
Other CIS,1984,0,CIS
Other CIS,1985,0,CIS
Other CIS,1986,0,CIS
Other CIS,1987,0,CIS
Other CIS,1988,0,CIS
Other CIS,1989,0,CIS
Other CIS,1990,0,CIS
Other CIS,1991,0,CIS
Other CIS,1992,0,CIS
Other CIS,1993,0,CIS
Other CIS,1994,0,CIS
Other CIS,1995,0,CIS
Other CIS,1996,0,CIS
Other CIS,1997,0.04,CIS
Other CIS,1998,0.04,CIS
Other CIS,1999,0.04,CIS
Other CIS,2000,0.04,CIS
Other CIS,2001,0.04,CIS
Other CIS,2002,0.04,CIS
Other CIS,2003,0.04,CIS
Other CIS,2004,0.04,CIS
Other CIS,2005,0.04,CIS
Other CIS,2006,0.04,CIS
Other CIS,2007,0.04,CIS
Other CIS,2008,0.04,CIS
Other CIS,2009,0.04,CIS
Other CIS,2010,0.04,CIS
Other CIS,2011,0.04,CIS
Other CIS,2012,0.04,CIS
Other CIS,2013,0.04,CIS
Other CIS,2014,0.04,CIS
Other CIS,2015,0.04,CIS
Other CIS,2016,0.04,CIS
Other CIS,2017,0.04,CIS
Other CIS,2018,0.04,CIS
Russian Federation,1980,,CIS
Russian Federation,1981,,CIS
Russian Federation,1982,,CIS
Russian Federation,1983,,CIS
Russian Federation,1984,,CIS
Russian Federation,1985,,CIS
Russian Federation,1986,,CIS
Russian Federation,1987,,CIS
Russian Federation,1988,,CIS
Russian Federation,1989,,CIS
Russian Federation,1990,,CIS
Russian Federation,1991,33.91,CIS
Russian Federation,1992,34.73,CIS
Russian Federation,1993,34.73,CIS
Russian Federation,1994,34.51,CIS
Russian Federation,1995,33.7,CIS
Russian Federation,1996,33.43,CIS
Russian Federation,1997,33.57,CIS
Russian Federation,1998,33.36,CIS
Russian Federation,1999,32.95,CIS
Russian Federation,2000,33.16,CIS
Russian Federation,2001,33.36,CIS
Russian Federation,2002,33.91,CIS
Russian Federation,2003,33.77,CIS
Russian Federation,2004,33.64,CIS
Russian Federation,2005,33.77,CIS
Russian Federation,2006,33.77,CIS
Russian Federation,2007,33.91,CIS
Russian Federation,2008,33.98,CIS
Russian Federation,2009,34.05,CIS
Russian Federation,2010,34.12,CIS
Russian Federation,2011,34.46,CIS
Russian Federation,2012,34.64,CIS
Russian Federation,2013,34.94,CIS
Russian Federation,2014,35.05,CIS
Russian Federation,2015,34.96,CIS
Russian Federation,2016,34.83,CIS
Russian Federation,2017,38.94,CIS
Russian Federation,2018,38.94,CIS
Turkmenistan,1980,,CIS
Turkmenistan,1981,,CIS
Turkmenistan,1982,,CIS
Turkmenistan,1983,,CIS
Turkmenistan,1984,,CIS
Turkmenistan,1985,,CIS
Turkmenistan,1986,,CIS
Turkmenistan,1987,,CIS
